UID	Category	Snippet
python|mypy|apply-cache-diff.py|001	Function	"def apply_diff(cache_dir: str, diff_file: str, sqlite: bool = False) -> None:
    cache = make_cache(cache_dir, sqlite)
    with open(diff_file) as f:
        diff = json.load(f)
"
python|mypy|apply-cache-diff.py|002	Function	"def main() -> None:
    parser = argparse.ArgumentParser()
    parser.add_argument(""--sqlite"", action=""store_true"", default=False, help=""Use a sqlite cache"")
    parser.add_argument(""cache_dir"", help=""Directory for the cache"")
    parser.add_argument(""diff"", help=""Cache diff file"")
    args = parser.parse_args()
"
python|mypy|analyze_cache.py|000	Class	"class CacheData:
    def __init__(
        self,
        filename: str,
        data_json: JsonDict,
        meta_json: JsonDict,
        data_size: int,
        meta_size: int,
    ) -> None:
        self.filename = filename
        self.data = data_json
        self.meta = meta_json
        self.data_size = data_size
        self.meta_size = meta_size
"
python|mypy|analyze_cache.py|001	Function	"    def __init__(
        self,
        filename: str,
        data_json: JsonDict,
        meta_json: JsonDict,
        data_size: int,
        meta_size: int,
    ) -> None:
        self.filename = filename
        self.data = data_json
        self.meta = meta_json
        self.data_size = data_size
        self.meta_size = meta_size
"
python|mypy|analyze_cache.py|002	Function	"    def total_size(self) -> int:
        return self.data_size + self.meta_size
"
python|mypy|analyze_cache.py|003	Function	"def extract_classes(chunks: Iterable[CacheData]) -> Iterable[JsonDict]:
    def extract(chunks: Iterable[JsonDict]) -> Iterable[JsonDict]:
        for chunk in chunks:
            if isinstance(chunk, dict):
                yield chunk
                yield from extract(chunk.values())
            elif isinstance(chunk, list):
                yield from extract(chunk)
"
python|mypy|analyze_cache.py|004	Function	"    def extract(chunks: Iterable[JsonDict]) -> Iterable[JsonDict]:
        for chunk in chunks:
            if isinstance(chunk, dict):
                yield chunk
                yield from extract(chunk.values())
            elif isinstance(chunk, list):
                yield from extract(chunk)
"
python|mypy|async_matrix.py|000	Class	"class It(Iterator[str]):
    stop = False
"
python|mypy|async_matrix.py|001	Class	"class Aw(Awaitable[int]):
    def __await__(self) -> Generator[str, Any, int]:
        yield ""a""
        return 1
"
python|mypy|async_matrix.py|002	Function	"def plain_generator() -> Generator[str, None, int]:
    yield ""a""
    return 1
"
python|mypy|async_matrix.py|003	Function	"async def plain_coroutine() -> int:
    return 1
"
python|mypy|async_matrix.py|004	Function	"def decorated_generator() -> Generator[str, None, int]:
    yield ""a""
    return 1
"
python|mypy|convert-cache.py|000	Function	"def main() -> None:
    parser = argparse.ArgumentParser()
    parser.add_argument(
        ""--to-sqlite"",
        action=""store_true"",
        default=False,
        help=""Convert to a sqlite cache (default: convert from)"",
    )
    parser.add_argument(
        ""--output_dir"",
        action=""store"",
        default=None,
        help=""Output cache location (default: same as input)"",
    )
    parser.add_argument(""input_dir"", help=""Input directory for the cache"")
    args = parser.parse_args()
"
python|mypy|conftest.py|000	Function	"def pytest_configure(config):
    mypy_source_root = os.path.dirname(os.path.abspath(__file__))
    if os.getcwd() != mypy_source_root:
        os.chdir(mypy_source_root)
"
python|mypy|conftest.py|001	Function	"def pytest_addoption(parser) -> None:
    parser.addoption(
        ""--bench"", action=""store_true"", default=False, help=""Enable the benchmark test runs""
    )
"
python|mypy|cherry-pick-typeshed.py|000	Function	"def parse_commit_title(diff: str) -> str:
    m = re.search(""\n    ([^ ].*)"", diff)
    assert m is not None, ""Could not parse diff""
    return m.group(1)
"
python|mypy|cherry-pick-typeshed.py|001	Function	"def main() -> None:
    parser = argparse.ArgumentParser()
    parser.add_argument(
        ""--typeshed-dir"", help=""location of typeshed"", metavar=""dir"", required=True
    )
    parser.add_argument(""commit"", help=""typeshed commit hash to cherry-pick"")
    args = parser.parse_args()
    typeshed_dir = args.typeshed_dir
    commit = args.commit
"
pypa|pipenv|conf.py|000	Function	"def setup(app):
    app.add_css_file(""custom.css"")
"
pypa|pipenv|options.py|000	Class	"class PipenvGroup(DYMMixin, Group):
    """"""Custom Group class provides formatted main help""""""
"
pypa|pipenv|options.py|001	Class	"    """"""Custom Group class provides formatted main help""""""
"
pypa|pipenv|options.py|002	Class	"class State:
    def __init__(self):
        self.index = None
        self.verbose = False
        self.quiet = False
        self.pypi_mirror = None
        self.python = None
        self.site_packages = None
        self.clear = False
        self.system = False
        self.project = Project()
        self.installstate = InstallState()
        self.lockoptions = LockOptions()
"
pypa|pipenv|options.py|003	Class	"class InstallState:
    def __init__(self):
        self.dev = False
        self.pre = False
        self.selective_upgrade = False
        self.keep_outdated = False
        self.skip_lock = False
        self.ignore_pipfile = False
        self.code = False
        self.requirementstxt = None
        self.deploy = False
        self.packages = []
        self.editables = []
        self.extra_pip_args = []
        self.categories = []
"
pypa|pipenv|options.py|004	Class	"class LockOptions:
    def __init__(self):
        self.dev_only = False
"
pypa|pipenv|command.py|000	Function	"def cli(
    ctx,
    state,
    where=False,
    venv=False,
    py=False,
    envs=False,
    rm=False,
    bare=False,
    man=False,
    support=None,
    help=False,
    site_packages=None,
    **kwargs,
):
    from pipenv.patched.pip._vendor import rich
    from pipenv.utils.shell import system_which
"
pypa|pipenv|command.py|001	Function	"def install(state, **kwargs):
    """"""Installs provided packages and adds them to Pipfile, or (if no packages are given), installs all packages from Pipfile.""""""
    from pipenv.routines.install import do_install
"
pypa|pipenv|command.py|002	Function	"def upgrade(state, **kwargs):
    from pipenv.routines.update import upgrade
    from pipenv.utils.project import ensure_project
"
pypa|pipenv|command.py|003	Function	"def uninstall(ctx, state, all_dev=False, all=False, **kwargs):
    """"""Uninstalls a provided package and removes it from Pipfile.""""""
    from pipenv.routines.uninstall import do_uninstall
"
pypa|pipenv|command.py|004	Function	"def lock(ctx, state, **kwargs):
    """"""Generates Pipfile.lock.""""""
    from pipenv.routines.lock import do_lock
    from pipenv.utils.project import ensure_project
"
pypa|pipenv|get-pipenv.py|000	Function	"# def determine_pip_install_arguments():
#     implicit_pip = True
# +    implicit_setuptools = False
# -    implicit_setuptools = True
#     implicit_wheel = True
#
#     # Check if the user has requested us not to install setuptools
# @@ -87,8 +60,6 @@
#
#     # We only want to implicitly install setuptools and wheel if they don't
#     # already exist on the target platform.
# +    # No need for doing this, since pipenv already has setuptools as
# +    # a dependency in setup.py
#     if implicit_setuptools:
#         try:
#             import setuptools  # noqa
# @@ -109,8 +80,6 @@
#         args += [""setuptools""]
#     if implicit_wheel:
#         args += [""wheel""]
# +
# +    args += [""pipenv""]
#
#     return [""install"", ""--upgrade"", ""--force-reinstall""] + args
"
pypa|pipenv|get-pipenv.py|001	Function	"def determine_pip_install_arguments():
    implicit_pip = True
    implicit_setuptools = False
    implicit_wheel = True
"
pypa|pipenv|get-pipenv.py|002	Function	"def monkeypatch_for_cert(tmpdir):
    """"""Patches `pip install` to provide default certificate with the lowest priority.
"
pypa|pipenv|get-pipenv.py|003	Function	"    def cert_parse_args(self, args):
        if not self.parser.get_default_values().cert:
            # There are no user provided cert -- force use of bundled cert
            self.parser.defaults[""cert""] = cert_path  # calculated above
        return install_parse_args(self, args)
"
pypa|pipenv|get-pipenv.py|004	Function	"def bootstrap(tmpdir):
    monkeypatch_for_cert(tmpdir)
"
huggingface|datasets|benchmark_map_filter.py|000	Function	"def map(dataset: datasets.Dataset, **kwargs):
    _ = dataset.map(**kwargs)
"
huggingface|datasets|benchmark_map_filter.py|001	Function	"def filter(dataset: datasets.Dataset, **kwargs):
    _ = dataset.filter(**kwargs)
"
huggingface|datasets|benchmark_map_filter.py|002	Function	"def benchmark_map_filter():
    times = {""num examples"": SPEED_TEST_N_EXAMPLES}
    with tempfile.TemporaryDirectory() as tmp_dir:
        features = datasets.Features({""text"": datasets.Value(""string""), ""numbers"": datasets.Value(""float32"")})
        dataset = generate_example_dataset(
            os.path.join(tmp_dir, ""dataset.arrow""), features, num_examples=SPEED_TEST_N_EXAMPLES
        )
"
huggingface|datasets|benchmark_map_filter.py|003	Function	"        def tokenize(examples):
            return tokenizer(examples[""text""])
"
huggingface|datasets|benchmark_getitem_100B.py|000	Class	"class RandIter:
    low: int
    high: int
    size: int
    seed: int
"
huggingface|datasets|benchmark_getitem_100B.py|001	Function	"def generate_100B_dataset(num_examples: int, chunk_size: int) -> datasets.Dataset:
    table = pa.Table.from_pydict({""col"": [0] * chunk_size})
    table = pa.concat_tables([table] * (num_examples // chunk_size))
    return datasets.Dataset(table, fingerprint=""table_100B"")
"
huggingface|datasets|benchmark_getitem_100B.py|002	Function	"    def __post_init__(self):
        rng = np.random.default_rng(self.seed)
        self._sampled_values = rng.integers(low=self.low, high=self.high, size=self.size).tolist()
"
huggingface|datasets|benchmark_getitem_100B.py|003	Function	"    def __iter__(self):
        return iter(self._sampled_values)
"
huggingface|datasets|benchmark_getitem_100B.py|004	Function	"    def __len__(self):
        return self.size
"
huggingface|datasets|format.py|000	Function	"def format_json_to_md(input_json_file, output_md_file):
    with open(input_json_file, encoding=""utf-8"") as f:
        results = json.load(f)
"
huggingface|datasets|benchmark_iterating.py|000	Function	"def read(dataset: datasets.Dataset, length):
    for i in range(length):
        _ = dataset[i]
"
huggingface|datasets|benchmark_iterating.py|001	Function	"def read_batch(dataset: datasets.Dataset, length, batch_size):
    for i in range(0, len(dataset), batch_size):
        _ = dataset[i : i + batch_size]
"
huggingface|datasets|benchmark_iterating.py|002	Function	"def read_formatted(dataset: datasets.Dataset, length, type):
    with dataset.formatted_as(type=type):
        for i in range(length):
            _ = dataset[i]
"
huggingface|datasets|benchmark_iterating.py|003	Function	"def read_formatted_batch(dataset: datasets.Dataset, length, batch_size, type):
    with dataset.formatted_as(type=type):
        for i in range(0, length, batch_size):
            _ = dataset[i : i + batch_size]
"
huggingface|datasets|benchmark_iterating.py|004	Function	"def benchmark_iterating():
    times = {""num examples"": SPEED_TEST_N_EXAMPLES}
    functions = [
        (read, {""length"": SMALL_TEST}),
        (read, {""length"": SPEED_TEST_N_EXAMPLES}),
        (read_batch, {""length"": SPEED_TEST_N_EXAMPLES, ""batch_size"": 10}),
        (read_batch, {""length"": SPEED_TEST_N_EXAMPLES, ""batch_size"": 100}),
        (read_batch, {""length"": SPEED_TEST_N_EXAMPLES, ""batch_size"": 1_000}),
        (read_formatted, {""type"": ""numpy"", ""length"": SMALL_TEST}),
        (read_formatted, {""type"": ""pandas"", ""length"": SMALL_TEST}),
        (read_formatted, {""type"": ""torch"", ""length"": SMALL_TEST}),
        (read_formatted, {""type"": ""tensorflow"", ""length"": SMALL_TEST}),
        (read_formatted_batch, {""type"": ""numpy"", ""length"": SMALL_TEST, ""batch_size"": 10}),
        (read_formatted_batch, {""type"": ""numpy"", ""length"": SMALL_TEST, ""batch_size"": 1_000}),
    ]
"
huggingface|datasets|utils.py|000	Function	"def get_duration(func):
    def wrapper(*args, **kwargs):
        starttime = timeit.default_timer()
        _ = func(*args, **kwargs)
        delta = timeit.default_timer() - starttime
        return delta
"
huggingface|datasets|utils.py|001	Function	"    def wrapper(*args, **kwargs):
        starttime = timeit.default_timer()
        _ = func(*args, **kwargs)
        delta = timeit.default_timer() - starttime
        return delta
"
huggingface|datasets|utils.py|002	Function	"def generate_examples(features: dict, num_examples=100, seq_shapes=None):
    dummy_data = []
    seq_shapes = seq_shapes or {}
    for i in range(num_examples):
        example = {}
        for col_id, (k, v) in enumerate(features.items()):
            if isinstance(v, _ArrayXD):
                data = np.random.rand(*v.shape).astype(v.dtype)
            elif isinstance(v, datasets.Value):
                if v.dtype == ""string"":
                    data = ""The small grey turtle was surprisingly fast when challenged.""
                else:
                    data = np.random.randint(10, size=1).astype(v.dtype).item()
            elif isinstance(v, datasets.Sequence):
                while isinstance(v, datasets.Sequence):
                    v = v.feature
                shape = seq_shapes[k]
                data = np.random.rand(*shape).astype(v.dtype)
            example[k] = data
"
huggingface|datasets|utils.py|003	Function	"def generate_example_dataset(dataset_path, features, num_examples=100, seq_shapes=None):
    dummy_data = generate_examples(features, num_examples=num_examples, seq_shapes=seq_shapes)
"
huggingface|datasets|benchmark_array_xd.py|000	Function	"def write(my_features, dummy_data, tmp_dir):
    with ArrowWriter(features=my_features, path=os.path.join(tmp_dir, ""beta.arrow"")) as writer:
        for key, record in dummy_data:
            example = my_features.encode_example(record)
            writer.write(example)
        num_examples, num_bytes = writer.finalize()
"
huggingface|datasets|benchmark_array_xd.py|001	Function	"def read_unformated(feats, tmp_dir):
    dataset = datasets.Dataset.from_file(
        filename=os.path.join(tmp_dir, ""beta.arrow""), info=datasets.DatasetInfo(features=feats)
    )
    for _ in dataset:
        pass
"
huggingface|datasets|benchmark_array_xd.py|002	Function	"def read_formatted_as_numpy(feats, tmp_dir):
    dataset = datasets.Dataset.from_file(
        filename=os.path.join(tmp_dir, ""beta.arrow""), info=datasets.DatasetInfo(features=feats)
    )
    dataset.set_format(""numpy"")
    for _ in dataset:
        pass
"
huggingface|datasets|benchmark_array_xd.py|003	Function	"def read_batch_unformated(feats, tmp_dir):
    batch_size = 10
    dataset = datasets.Dataset.from_file(
        filename=os.path.join(tmp_dir, ""beta.arrow""), info=datasets.DatasetInfo(features=feats)
    )
    for i in range(0, len(dataset), batch_size):
        _ = dataset[i : i + batch_size]
"
huggingface|datasets|benchmark_array_xd.py|004	Function	"def read_batch_formatted_as_numpy(feats, tmp_dir):
    batch_size = 10
    dataset = datasets.Dataset.from_file(
        filename=os.path.join(tmp_dir, ""beta.arrow""), info=datasets.DatasetInfo(features=feats)
    )
    dataset.set_format(""numpy"")
    for i in range(0, len(dataset), batch_size):
        _ = dataset[i : i + batch_size]
"
huggingface|datasets|benchmark_indices_mapping.py|000	Function	"def select(dataset: datasets.Dataset):
    _ = dataset.select(range(0, len(dataset), 2))
"
huggingface|datasets|benchmark_indices_mapping.py|001	Function	"def sort(dataset: datasets.Dataset):
    _ = dataset.sort(""numbers"")
"
huggingface|datasets|benchmark_indices_mapping.py|002	Function	"def shuffle(dataset: datasets.Dataset):
    _ = dataset.shuffle()
"
huggingface|datasets|benchmark_indices_mapping.py|003	Function	"def train_test_split(dataset: datasets.Dataset):
    _ = dataset.train_test_split(0.1)
"
huggingface|datasets|benchmark_indices_mapping.py|004	Function	"def shard(dataset: datasets.Dataset, num_shards=10):
    for shard_id in range(num_shards):
        _ = dataset.shard(num_shards, shard_id)
"
nltk|nltk|chunkparser_app.py|000	Class	"class RegexpChunkApp:
    """"""
    A graphical tool for exploring the regular expression based chunk
    parser ``nltk.chunk.RegexpChunkParser``.
"
nltk|nltk|chunkparser_app.py|001	Function	"    def normalize_grammar(self, grammar):
        # Strip comments
        grammar = re.sub(r""((\\.|[^#])*)(#.*)?"", r""\1"", grammar)
        # Normalize whitespace
        grammar = re.sub("" +"", "" "", grammar)
        grammar = re.sub(r""\n\s+"", r""\n"", grammar)
        grammar = grammar.strip()
        # [xx] Hack: automatically backslash $!
        grammar = re.sub(r""([^\\])\$"", r""\1\\$"", grammar)
        return grammar
"
nltk|nltk|chunkparser_app.py|002	Function	"    def __init__(
        self,
        devset_name=""conll2000"",
        devset=None,
        grammar="""",
        chunk_label=""NP"",
        tagset=None,
    ):
        """"""
        :param devset_name: The name of the development set; used for
            display & for save files.  If either the name 'treebank'
            or the name 'conll2000' is used, and devset is None, then
            devset will be set automatically.
        :param devset: A list of chunked sentences
        :param grammar: The initial grammar to display.
        :param tagset: Dictionary from tags to string descriptions, used
            for the help page.  Defaults to ``self.TAGSET``.
        """"""
        self._chunk_label = chunk_label
"
nltk|nltk|chunkparser_app.py|003	Function	"    def _init_bindings(self, top):
        top.bind(""<Control-n>"", self._devset_next)
        top.bind(""<Control-p>"", self._devset_prev)
        top.bind(""<Control-t>"", self.toggle_show_trace)
        top.bind(""<KeyPress>"", self.update)
        top.bind(""<Control-s>"", lambda e: self.save_grammar())
        top.bind(""<Control-o>"", lambda e: self.load_grammar())
        self.grammarbox.bind(""<Control-t>"", self.toggle_show_trace)
        self.grammarbox.bind(""<Control-n>"", self._devset_next)
        self.grammarbox.bind(""<Control-p>"", self._devset_prev)
"
nltk|nltk|chunkparser_app.py|004	Function	"    def _init_fonts(self, top):
        # TWhat's our font size (default=same as sysfont)
        self._size = IntVar(top)
        self._size.set(20)
        self._font = Font(family=""helvetica"", size=-self._size.get())
        self._smallfont = Font(
            family=""helvetica"", size=-(int(self._size.get() * 14 // 20))
        )
"
nltk|nltk|rdparser_app.py|000	Class	"class RecursiveDescentApp:
    """"""
    A graphical tool for exploring the recursive descent parser.  The tool
    displays the parser's tree and the remaining text, and allows the
    user to control the parser's operation.  In particular, the user
    can expand subtrees on the frontier, match tokens on the frontier
    against the text, and backtrack.  A ""step"" button simply steps
    through the parsing process, performing the operations that
    ``RecursiveDescentParser`` would use.
    """"""
"
nltk|nltk|rdparser_app.py|001	Function	"    def __init__(self, grammar, sent, trace=0):
        self._sent = sent
        self._parser = SteppingRecursiveDescentParser(grammar, trace)
"
nltk|nltk|rdparser_app.py|002	Function	"    def _init_fonts(self, root):
        # See: <http://www.astro.washington.edu/owen/ROTKFolklore.html>
        self._sysfont = Font(font=Button()[""font""])
        root.option_add(""*Font"", self._sysfont)
"
nltk|nltk|rdparser_app.py|003	Function	"    def _init_grammar(self, parent):
        # Grammar view.
        self._prodframe = listframe = Frame(parent)
        self._prodframe.pack(fill=""both"", side=""left"", padx=2)
        self._prodlist_label = Label(
            self._prodframe, font=self._boldfont, text=""Available Expansions""
        )
        self._prodlist_label.pack()
        self._prodlist = Listbox(
            self._prodframe,
            selectmode=""single"",
            relief=""groove"",
            background=""white"",
            foreground=""#909090"",
            font=self._font,
            selectforeground=""#004040"",
            selectbackground=""#c0f0c0"",
        )
"
nltk|nltk|rdparser_app.py|004	Function	"    def _init_bindings(self):
        # Key bindings are a good thing.
        self._top.bind(""<Control-q>"", self.destroy)
        self._top.bind(""<Control-x>"", self.destroy)
        self._top.bind(""<Escape>"", self.destroy)
        self._top.bind(""e"", self.expand)
        # self._top.bind('<Alt-e>', self.expand)
        # self._top.bind('<Control-e>', self.expand)
        self._top.bind(""m"", self.match)
        self._top.bind(""<Alt-m>"", self.match)
        self._top.bind(""<Control-m>"", self.match)
        self._top.bind(""b"", self.backtrack)
        self._top.bind(""<Alt-b>"", self.backtrack)
        self._top.bind(""<Control-b>"", self.backtrack)
        self._top.bind(""<Control-z>"", self.backtrack)
        self._top.bind(""<BackSpace>"", self.backtrack)
        self._top.bind(""a"", self.autostep)
        # self._top.bind('<Control-a>', self.autostep)
        self._top.bind(""<Control-space>"", self.autostep)
        self._top.bind(""<Control-c>"", self.cancel_autostep)
        self._top.bind(""<space>"", self.step)
        self._top.bind(""<Delete>"", self.reset)
        self._top.bind(""<Control-p>"", self.postscript)
        # self._top.bind('<h>', self.help)
        # self._top.bind('<Alt-h>', self.help)
        self._top.bind(""<Control-h>"", self.help)
        self._top.bind(""<F1>"", self.help)
        # self._top.bind('<g>', self.toggle_grammar)
        # self._top.bind('<Alt-g>', self.toggle_grammar)
        # self._top.bind('<Control-g>', self.toggle_grammar)
        self._top.bind(""<Control-g>"", self.edit_grammar)
        self._top.bind(""<Control-t>"", self.edit_sentence)
"
nltk|nltk|concordance_app.py|000	Class	"class ConcordanceSearchView:
    _BACKGROUND_COLOUR = ""#FFF""  # white
"
nltk|nltk|concordance_app.py|001	Class	"class ConcordanceSearchModel:
    def __init__(self, queue):
        self.queue = queue
        self.CORPORA = _CORPORA
        self.DEFAULT_CORPUS = _DEFAULT
        self.selected_corpus = None
        self.reset_query()
        self.reset_results()
        self.result_count = None
        self.last_sent_searched = 0
"
nltk|nltk|concordance_app.py|002	Class	"    class LoadCorpus(threading.Thread):
        def __init__(self, name, model):
            threading.Thread.__init__(self)
            self.model, self.name = model, name
"
nltk|nltk|concordance_app.py|003	Class	"    class SearchCorpus(threading.Thread):
        def __init__(self, model, page, count):
            self.model, self.count, self.page = model, count, page
            threading.Thread.__init__(self)
"
nltk|nltk|concordance_app.py|004	Function	"    def __init__(self):
        self.queue = q.Queue()
        self.model = ConcordanceSearchModel(self.queue)
        self.top = Tk()
        self._init_top(self.top)
        self._init_menubar()
        self._init_widgets(self.top)
        self.load_corpus(self.model.DEFAULT_CORPUS)
        self.after = self.top.after(POLL_INTERVAL, self._poll)
"
nltk|nltk|nemo_app.py|000	Class	"class Zone:
    def __init__(self, image, initialField, initialText):
        frm = Frame(root)
        frm.config(background=""white"")
        self.image = PhotoImage(format=""gif"", data=images[image.upper()])
        self.imageDimmed = PhotoImage(format=""gif"", data=images[image])
        self.img = Label(frm)
        self.img.config(borderwidth=0)
        self.img.pack(side=""left"")
        self.fld = Text(frm, **fieldParams)
        self.initScrollText(frm, self.fld, initialField)
        frm = Frame(root)
        self.txt = Text(frm, **textParams)
        self.initScrollText(frm, self.txt, initialText)
        for i in range(2):
            self.txt.tag_config(colors[i], background=colors[i])
            self.txt.tag_config(""emph"" + colors[i], foreground=emphColors[i])
"
nltk|nltk|nemo_app.py|001	Class	"class FindZone(Zone):
    def addTags(self, m):
        color = next(self.colorCycle)
        self.txt.tag_add(color, ""1.0+%sc"" % m.start(), ""1.0+%sc"" % m.end())
        try:
            self.txt.tag_add(
                ""emph"" + color, ""1.0+%sc"" % m.start(""emph""), ""1.0+%sc"" % m.end(""emph"")
            )
        except:
            pass
"
nltk|nltk|nemo_app.py|002	Class	"class ReplaceZone(Zone):
    def addTags(self, m):
        s = sz.rex.sub(self.repl, m.group())
        self.txt.delete(
            ""1.0+%sc"" % (m.start() + self.diff), ""1.0+%sc"" % (m.end() + self.diff)
        )
        self.txt.insert(""1.0+%sc"" % (m.start() + self.diff), s, next(self.colorCycle))
        self.diff += len(s) - (m.end() - m.start())
"
nltk|nltk|nemo_app.py|003	Function	"    def __init__(self, image, initialField, initialText):
        frm = Frame(root)
        frm.config(background=""white"")
        self.image = PhotoImage(format=""gif"", data=images[image.upper()])
        self.imageDimmed = PhotoImage(format=""gif"", data=images[image])
        self.img = Label(frm)
        self.img.config(borderwidth=0)
        self.img.pack(side=""left"")
        self.fld = Text(frm, **fieldParams)
        self.initScrollText(frm, self.fld, initialField)
        frm = Frame(root)
        self.txt = Text(frm, **textParams)
        self.initScrollText(frm, self.txt, initialText)
        for i in range(2):
            self.txt.tag_config(colors[i], background=colors[i])
            self.txt.tag_config(""emph"" + colors[i], foreground=emphColors[i])
"
nltk|nltk|nemo_app.py|004	Function	"    def initScrollText(self, frm, txt, contents):
        scl = Scrollbar(frm)
        scl.config(command=txt.yview)
        scl.pack(side=""right"", fill=""y"")
        txt.pack(side=""left"", expand=True, fill=""x"")
        txt.config(yscrollcommand=scl.set)
        txt.insert(""1.0"", contents)
        frm.pack(fill=""x"")
        Frame(height=2, bd=1, relief=""ridge"").pack(fill=""x"")
"
nltk|nltk|collocations_app.py|000	Class	"class CollocationsView:
    _BACKGROUND_COLOUR = ""#FFF""  # white
"
nltk|nltk|collocations_app.py|001	Class	"class CollocationsModel:
    def __init__(self, queue):
        self.result_count = None
        self.selected_corpus = None
        self.collocations = None
        self.CORPORA = _CORPORA
        self.DEFAULT_CORPUS = _DEFAULT
        self.queue = queue
        self.reset_results()
"
nltk|nltk|collocations_app.py|002	Class	"    class LoadCorpus(threading.Thread):
        def __init__(self, name, model):
            threading.Thread.__init__(self)
            self.model, self.name = model, name
"
nltk|nltk|collocations_app.py|003	Function	"    def __init__(self):
        self.queue = q.Queue()
        self.model = CollocationsModel(self.queue)
        self.top = Tk()
        self._init_top(self.top)
        self._init_menubar()
        self._init_widgets(self.top)
        self.load_corpus(self.model.DEFAULT_CORPUS)
        self.after = self.top.after(POLL_INTERVAL, self._poll)
"
nltk|nltk|collocations_app.py|004	Function	"    def _init_top(self, top):
        top.geometry(""550x650+50+50"")
        top.title(""NLTK Collocations List"")
        top.bind(""<Control-q>"", self.destroy)
        top.protocol(""WM_DELETE_WINDOW"", self.destroy)
        top.minsize(550, 650)
"
nltk|nltk|chartparser_app.py|000	Class	"class EdgeList(ColorizedList):
    ARROW = SymbolWidget.SYMBOLS[""rightarrow""]
"
nltk|nltk|chartparser_app.py|001	Class	"class ChartMatrixView:
    """"""
    A view of a chart that displays the contents of the corresponding matrix.
    """"""
"
nltk|nltk|chartparser_app.py|002	Class	"class ChartResultsView:
    def __init__(self, parent, chart, grammar, toplevel=True):
        self._chart = chart
        self._grammar = grammar
        self._trees = []
        self._y = 10
        self._treewidgets = []
        self._selection = None
        self._selectbox = None
"
nltk|nltk|chartparser_app.py|003	Class	"class ChartComparer:
    """"""
"
nltk|nltk|chartparser_app.py|004	Class	"class ChartView:
    """"""
    A component for viewing charts.  This is used by ``ChartParserApp`` to
    allow students to interactively experiment with various chart
    parsing techniques.  It is also used by ``Chart.draw()``.
"
nltk|nltk|__init__.py|000	Function	"    def _fake_PIPE(*args, **kwargs):
        raise NotImplementedError(""subprocess.PIPE is not supported."")
"
nltk|nltk|__init__.py|001	Function	"    def _fake_Popen(*args, **kwargs):
        raise NotImplementedError(""subprocess.Popen is not supported."")
"
nltk|nltk|__init__.py|002	Function	"def demo():
    print(""To run the demo code for a module, type nltk.module.demo()"")
"
wagtail|wagtail|runtests.py|000	Function	"def make_parser():
    parser = argparse.ArgumentParser()
    parser.add_argument(
        ""--deprecation"",
        choices=[""all"", ""pending"", ""imminent"", ""none""],
        default=""imminent"",
    )
    parser.add_argument(""--postgres"", action=""store_true"")
    parser.add_argument(""--elasticsearch5"", action=""store_true"")
    parser.add_argument(""--elasticsearch6"", action=""store_true"")
    parser.add_argument(""--elasticsearch7"", action=""store_true"")
    parser.add_argument(""--emailuser"", action=""store_true"")
    parser.add_argument(""--disabletimezone"", action=""store_true"")
    parser.add_argument(""--bench"", action=""store_true"")
    return parser
"
wagtail|wagtail|runtests.py|001	Function	"def parse_args(args=None):
    return make_parser().parse_known_args(args)
"
wagtail|wagtail|runtests.py|002	Function	"def runtests():
    args, rest = parse_args()
"
wagtail|wagtail|conftest.py|000	Function	"def pytest_addoption(parser):
    parser.addoption(
        ""--deprecation"",
        choices=[""all"", ""pending"", ""imminent"", ""none""],
        default=""pending"",
    )
    parser.addoption(""--postgres"", action=""store_true"")
    parser.addoption(""--elasticsearch"", action=""store_true"")
"
wagtail|wagtail|conftest.py|001	Function	"def pytest_configure(config):
    deprecation = config.getoption(""deprecation"")
"
wagtail|wagtail|conftest.py|002	Function	"def pytest_unconfigure(config):
    from wagtail.test.settings import MEDIA_ROOT, STATIC_ROOT
"
wagtail|wagtail|get-translator-credits.py|000	Function	"def get_language_name(locale_string):
    try:
        return LANGUAGE_OVERRIDES[locale_string]
    except KeyError:
        return Locale.parse(locale_string).english_name
"
wagtail|wagtail|conf.py|000	Function	"def setup(app):
    app.add_js_file(""js/banner.js"")
"
cookiecutter|cookiecutter|extensions.py|000	Class	"class JsonifyExtension(Extension):
    """"""Jinja2 extension to convert a Python object to JSON.""""""
"
cookiecutter|cookiecutter|extensions.py|001	Class	"class RandomStringExtension(Extension):
    """"""Jinja2 extension to create a random string.""""""
"
cookiecutter|cookiecutter|extensions.py|002	Class	"class SlugifyExtension(Extension):
    """"""Jinja2 Extension to slugify string.""""""
"
cookiecutter|cookiecutter|extensions.py|003	Class	"class UUIDExtension(Extension):
    """"""Jinja2 Extension to generate uuid4 string.""""""
"
cookiecutter|cookiecutter|extensions.py|004	Function	"    def __init__(self, environment):
        """"""Initialize the extension with the given environment.""""""
        super().__init__(environment)
"
cookiecutter|cookiecutter|config.py|000	Function	"def _expand_path(path):
    """"""Expand both environment variables and user home in the given path.""""""
    path = os.path.expandvars(path)
    path = os.path.expanduser(path)
    return path
"
cookiecutter|cookiecutter|config.py|001	Function	"def merge_configs(default, overwrite):
    """"""Recursively update a dict with the key/value pair of another.
"
cookiecutter|cookiecutter|config.py|002	Function	"def get_config(config_path):
    """"""Retrieve the config from the specified path, returning a config dict.""""""
    if not os.path.exists(config_path):
        raise ConfigDoesNotExistException(f'Config file {config_path} does not exist.')
"
